"keysword","ip_addr","user_id","timestamp"
"价值","0:0:0:0:0:0:0:1","0","1694239029299"
"价值","0:0:0:0:0:0:0:1","0","1694239030918"
"价值","0:0:0:0:0:0:0:1","0","1694239096856"
"价值","0:0:0:0:0:0:0:1","0","1694239192274"
"价值","0:0:0:0:0:0:0:1","0","1694239193457"
"价值","0:0:0:0:0:0:0:1","0","1694239209379"
"价值","0:0:0:0:0:0:0:1","0","1694239211303"
"价值","0:0:0:0:0:0:0:1","0","1694239250675"
"价值","0:0:0:0:0:0:0:1","0","1694239312061"
"价值","0:0:0:0:0:0:0:1","0","1694239354387"
"价值","0:0:0:0:0:0:0:1","0","1694239436662"
"价值","0:0:0:0:0:0:0:1","0","1694239490493"
"价值","0:0:0:0:0:0:0:1","0","1694239495574"
"价值","0:0:0:0:0:0:0:1","0","1694239562639"
"价值","0:0:0:0:0:0:0:1","0","1694239564798"
"价值","0:0:0:0:0:0:0:1","0","1694239571953"
"价值","0:0:0:0:0:0:0:1","0","1694239577533"
"价值","0:0:0:0:0:0:0:1","0","1694239648036"
"价值","0:0:0:0:0:0:0:1","0","1694239649601"
"价值","0:0:0:0:0:0:0:1","0","1694239650360"
"价值","0:0:0:0:0:0:0:1","0","1694239651863"
"价值","0:0:0:0:0:0:0:1","0","1694239694774"
"技术","0:0:0:0:0:0:0:1","0","1694324048571"
"技术5","0:0:0:0:0:0:0:1","0","1694324080139"
"价值5","0:0:0:0:0:0:0:1","0","1694324108212"
"价值","0:0:0:0:0:0:0:1","0","1694324218763"
"技术6","0:0:0:0:0:0:0:1","0","1694324368439"
"技术6","0:0:0:0:0:0:0:1","0","1694324371563"
"工业革命","0:0:0:0:0:0:0:1","0","1694324387474"
"工业革命","0:0:0:0:0:0:0:1","0","1694327755775"
"工业革命","0:0:0:0:0:0:0:1","0","1694327828242"
"工业革命","0:0:0:0:0:0:0:1","0","1694327852426"
"工业革命","0:0:0:0:0:0:0:1","0","1694327998473"
"工业革命","0:0:0:0:0:0:0:1","0","1694328342813"
"工业革命","0:0:0:0:0:0:0:1","0","1694328570575"
"技术","0:0:0:0:0:0:0:1","0","1694328611378"
"技术","0:0:0:0:0:0:0:1","0","1694328613701"
"技术","0:0:0:0:0:0:0:1","0","1694328615988"
"技术","0:0:0:0:0:0:0:1","0","1694328627446"
"技术","0:0:0:0:0:0:0:1","0","1694328634544"
"技术","0:0:0:0:0:0:0:1","0","1694328749969"
"技术","0:0:0:0:0:0:0:1","0","1694328752164"
"技术","0:0:0:0:0:0:0:1","0","1694328756901"
"技术","0:0:0:0:0:0:0:1","0","1694328767609"
"替代性创新","0:0:0:0:0:0:0:1","0","1694329087710"
"替代性创新","0:0:0:0:0:0:0:1","0","1694329168166"
"替代性创新","0:0:0:0:0:0:0:1","0","1694329228333"
"价值","0:0:0:0:0:0:0:1","0","1694329949910"
"价值","0:0:0:0:0:0:0:1","0","1694329951928"
"失业","0:0:0:0:0:0:0:1","0","1694330012722"
"失业","0:0:0:0:0:0:0:1","0","1694330093413"
"失业","0:0:0:0:0:0:0:1","0","1694330592109"
"失业","0:0:0:0:0:0:0:1","0","1694330666887"
"失业","0:0:0:0:0:0:0:1","0","1694330835705"
"失业","0:0:0:0:0:0:0:1","0","1694330885550"
"失业","0:0:0:0:0:0:0:1","0","1694330901020"
"失业","0:0:0:0:0:0:0:1","0","1694330905116"
"失业","0:0:0:0:0:0:0:1","0","1694330907701"
"失业","0:0:0:0:0:0:0:1","0","1694330914211"
"价值","0:0:0:0:0:0:0:1","0","1694334768534"
"技术","192.168.1.100","0","1694335081913"
"价值","192.168.1.100","0","1694335165581"
"技术","192.168.1.100","0","1694335296843"
"成长","192.168.1.100","0","1694335306916"
"价值","192.168.1.5","0","1694335366298"
"成长","192.168.1.5","0","1694335400592"
"情绪","192.168.1.100","0","1694335445983"
"技术","192.168.1.4","0","1694335474474"
"持续","192.168.1.4","0","1694335507715"
"成长","192.168.1.100","0","1694335578346"
"技术","192.168.1.4","0","1694335611800"
"共生","192.168.1.5","0","1694335625150"
"成长","192.168.1.5","0","1694335642171"
"技术","192.168.1.100","0","1694335755189"
"共生","192.168.1.4","0","1694335798816"
"成长","192.168.1.5","0","1694335834235"
"价值","192.168.1.100","0","1694337067253"
"技术","192.168.1.5","0","1694337106379"
"共生","192.168.1.5","0","1694337121496"
"价值","192.168.1.100","0","1694337250558"
"情绪","192.168.1.5","0","1694337272939"
"共生","192.168.1.5","0","1694337289211"
"技术","192.168.1.100","0","1694337329734"
"技术","192.168.1.5","0","1694337340837"
"成长","192.168.1.100","0","1694337388975"
"情绪","192.168.1.5","0","1694337440219"
"情绪","192.168.1.100","0","1694339959774"
"失业","0:0:0:0:0:0:0:1","0","1694342081142"
"失业","0:0:0:0:0:0:0:1","0","1694342083654"
"[]","0:0:0:0:0:0:0:1","0","1694342083656"
"失业","0:0:0:0:0:0:0:1","0","1694342097074"
"失业","0:0:0:0:0:0:0:1","0","1694342099642"
"[]","0:0:0:0:0:0:0:1","0","1694342115148"
"失业","0:0:0:0:0:0:0:1","0","1694342160785"
"失业","0:0:0:0:0:0:0:1","0","1694342162489"
"失业","0:0:0:0:0:0:0:1","0","1694342183288"
"失业","0:0:0:0:0:0:0:1","0","1694342185776"
"失业","0:0:0:0:0:0:0:1","0","1694342195853"
"失业","0:0:0:0:0:0:0:1","0","1694342345218"
"失业","0:0:0:0:0:0:0:1","0","1694342353380"
"失业","0:0:0:0:0:0:0:1","0","1694342483551"
"价值","0:0:0:0:0:0:0:1","0","1694342624722"
"价值","0:0:0:0:0:0:0:1","0","1694342634163"
"技术","0:0:0:0:0:0:0:1","0","1694342657157"
"技术","0:0:0:0:0:0:0:1","0","1694342670045"
"技术","0:0:0:0:0:0:0:1","0","1694342678353"
"技术","0:0:0:0:0:0:0:1","0","1694342692756"
"技术","0:0:0:0:0:0:0:1","0","1694344081922"
"技术","0:0:0:0:0:0:0:1","0","1694344084125"
"技术","0:0:0:0:0:0:0:1","0","1694344088451"
"技术","0:0:0:0:0:0:0:1","0","1694344093561"
"技术","0:0:0:0:0:0:0:1","0","1694344096728"
"技术","0:0:0:0:0:0:0:1","0","1694344099097"
"技术","0:0:0:0:0:0:0:1","0","1694344187397"
"技术","0:0:0:0:0:0:0:1","0","1694344204383"
"技术","0:0:0:0:0:0:0:1","0","1694344218080"
"技术","0:0:0:0:0:0:0:1","0","1694344224412"
"技术","0:0:0:0:0:0:0:1","0","1694344233492"
"技术","0:0:0:0:0:0:0:1","0","1694344242708"
"技术","0:0:0:0:0:0:0:1","0","1694344248712"
"技术","0:0:0:0:0:0:0:1","0","1694344324302"
"价值","0:0:0:0:0:0:0:1","0","1694351056892"
"价值","0:0:0:0:0:0:0:1","0","1694351058979"
"技术","0:0:0:0:0:0:0:1","0","1694351089963"
"价值","0:0:0:0:0:0:0:1","0","1694351124868"
"价值","0:0:0:0:0:0:0:1","0","1694351146845"
"技术","0:0:0:0:0:0:0:1","0","1694351241772"
"技术","0:0:0:0:0:0:0:1","0","1694351255179"
"技术","0:0:0:0:0:0:0:1","0","1694351335544"
"技术","0:0:0:0:0:0:0:1","0","1694351338467"
"技术","0:0:0:0:0:0:0:1","0","1694351367658"
"技术","0:0:0:0:0:0:0:1","0","1694351370934"
"技术","0:0:0:0:0:0:0:1","0","1694351541164"
"技术","0:0:0:0:0:0:0:1","0","1694351542647"
"技术","0:0:0:0:0:0:0:1","0","1694351586192"
"技术","0:0:0:0:0:0:0:1","0","1694351588408"
"技术","0:0:0:0:0:0:0:1","0","1694351596267"
"技术","0:0:0:0:0:0:0:1","0","1694351598223"
"技术","0:0:0:0:0:0:0:1","0","1694351702808"
"技术","0:0:0:0:0:0:0:1","0","1694351704427"
"失业","0:0:0:0:0:0:0:1","0","1694351830581"
"失业","0:0:0:0:0:0:0:1","0","1694351832590"
"失业","0:0:0:0:0:0:0:1","0","1694351872419"
"失业","0:0:0:0:0:0:0:1","0","1694351873713"
"失业","0:0:0:0:0:0:0:1","0","1694351955908"
"失业","0:0:0:0:0:0:0:1","0","1694351957214"
"失业","0:0:0:0:0:0:0:1","0","1694352086168"
"失业","0:0:0:0:0:0:0:1","0","1694352087891"
"失业","0:0:0:0:0:0:0:1","0","1694352428095"
"失业","0:0:0:0:0:0:0:1","0","1694352429670"
"失业","0:0:0:0:0:0:0:1","0","1694352435539"
"失业","0:0:0:0:0:0:0:1","0","1694352443747"
"失业","0:0:0:0:0:0:0:1","0","1694352445756"
"失业","0:0:0:0:0:0:0:1","0","1694352450879"
"技术","0:0:0:0:0:0:0:1","0","1694352683707"
"技术","0:0:0:0:0:0:0:1","0","1694352685286"
"技术","0:0:0:0:0:0:0:1","0","1694352688408"
"技术","0:0:0:0:0:0:0:1","0","1694352689447"
"技术","0:0:0:0:0:0:0:1","0","1694352795712"
"技术","0:0:0:0:0:0:0:1","0","1694352796675"
"技术","0:0:0:0:0:0:0:1","0","1694352797958"
"技术","0:0:0:0:0:0:0:1","0","1694352798619"
"技术","0:0:0:0:0:0:0:1","0","1694352798994"
"技术","0:0:0:0:0:0:0:1","0","1694352799222"
"技术","0:0:0:0:0:0:0:1","0","1694352808626"
"技术","0:0:0:0:0:0:0:1","0","1694352809290"
"技术","0:0:0:0:0:0:0:1","0","1694352809531"
"技术","0:0:0:0:0:0:0:1","0","1694352809734"
"技术","0:0:0:0:0:0:0:1","0","1694352811086"
"技术","0:0:0:0:0:0:0:1","0","1694352811358"
"技术","0:0:0:0:0:0:0:1","0","1694352811571"
"技术","0:0:0:0:0:0:0:1","0","1694352811798"
"技术","0:0:0:0:0:0:0:1","0","1694352813197"
"技术","0:0:0:0:0:0:0:1","0","1694352813682"
"技术","0:0:0:0:0:0:0:1","0","1694352813883"
"技术","0:0:0:0:0:0:0:1","0","1694352814114"
"技术","0:0:0:0:0:0:0:1","0","1694352815510"
"技术","0:0:0:0:0:0:0:1","0","1694352815829"
"技术","0:0:0:0:0:0:0:1","0","1694352816067"
"技术","0:0:0:0:0:0:0:1","0","1694352816309"
"技术","0:0:0:0:0:0:0:1","0","1694352817926"
"技术","0:0:0:0:0:0:0:1","0","1694352818250"
"技术","0:0:0:0:0:0:0:1","0","1694352818466"
"技术","0:0:0:0:0:0:0:1","0","1694352818682"
"技术","0:0:0:0:0:0:0:1","0","1694352828346"
"价值","0:0:0:0:0:0:0:1","0","1694352932766"
"价值","0:0:0:0:0:0:0:1","0","1694352934661"
"技术","0:0:0:0:0:0:0:1","0","1694354015748"
"技术","0:0:0:0:0:0:0:1","0","1694354017734"
"技术","0:0:0:0:0:0:0:1","0","1694354019525"
"技术","0:0:0:0:0:0:0:1","0","1694354020450"
"技术","0:0:0:0:0:0:0:1","0","1694354034594"
"技术","0:0:0:0:0:0:0:1","0","1694354036275"
"价值","0:0:0:0:0:0:0:1","0","1694354300579"
"价值","0:0:0:0:0:0:0:1","0","1694354302182"
"技术","0:0:0:0:0:0:0:1","0","1694354308974"
"技术","0:0:0:0:0:0:0:1","0","1694354311251"
"技术","0:0:0:0:0:0:0:1","0","1694354312788"
"技术","0:0:0:0:0:0:0:1","0","1694355052895"
"技术","0:0:0:0:0:0:0:1","0","1694355061961"
"技术","0:0:0:0:0:0:0:1","0","1694355386616"
"技术","0:0:0:0:0:0:0:1","0","1694355392319"
"技术","0:0:0:0:0:0:0:1","0","1694355414224"
"价值","0:0:0:0:0:0:0:1","0","1694359859182"
"价值","0:0:0:0:0:0:0:1","0","1694360064764"
"价值","0:0:0:0:0:0:0:1","0","1694360069094"
"技术","0:0:0:0:0:0:0:1","0","1694360077440"
"技术","0:0:0:0:0:0:0:1","0","1694360079713"
"技术","0:0:0:0:0:0:0:1","0","1694360081968"
"技术","0:0:0:0:0:0:0:1","0","1694360083207"
"情绪","0:0:0:0:0:0:0:1","0","1694360107833"
"情绪","0:0:0:0:0:0:0:1","0","1694360110022"
"价值","0:0:0:0:0:0:0:1","0","1694397629853"
"技术","0:0:0:0:0:0:0:1","0","1694397637931"
"技术","0:0:0:0:0:0:0:1","0","1694397639142"
"技术","0:0:0:0:0:0:0:1","0","1694397641109"
"中信出版社","0:0:0:0:0:0:0:1","0","1694415004547"
"中信出版社","0:0:0:0:0:0:0:1","0","1694415034088"
"中信出版社","0:0:0:0:0:0:0:1","0","1694415036395"
"中信出版社","0:0:0:0:0:0:0:1","0","1694415038234"
"价值","0:0:0:0:0:0:0:1","0","1694415411760"
"价值","0:0:0:0:0:0:0:1","0","1694415412876"
"技术","0:0:0:0:0:0:0:1","0","1694415426923"
"技术","0:0:0:0:0:0:0:1","0","1694415430232"
"技术","0:0:0:0:0:0:0:1","0","1694415435411"
"技术","0:0:0:0:0:0:0:1","0","1694415486506"
"技术","0:0:0:0:0:0:0:1","0","1694415487940"
"技术","0:0:0:0:0:0:0:1","0","1694415489104"
"情绪","0:0:0:0:0:0:0:1","0","1694415532681"
"情绪","0:0:0:0:0:0:0:1","0","1694415534887"
"失业","0:0:0:0:0:0:0:1","0","1694415568242"
"失业","0:0:0:0:0:0:0:1","0","1694415594711"
"失业","0:0:0:0:0:0:0:1","0","1694415607698"
"失业","0:0:0:0:0:0:0:1","0","1694415645862"
"失业","0:0:0:0:0:0:0:1","0","1694415700603"
"创新","0:0:0:0:0:0:0:1","0","1694415878972"
"创新","0:0:0:0:0:0:0:1","0","1694416011539"
"创新","0:0:0:0:0:0:0:1","0","1694416025726"
"创新","0:0:0:0:0:0:0:1","0","1694416034179"
"创新","0:0:0:0:0:0:0:1","0","1694416040682"
"创新","0:0:0:0:0:0:0:1","0","1694416041818"
"创新","0:0:0:0:0:0:0:1","0","1694416042782"
"创新","0:0:0:0:0:0:0:1","0","1694416044203"
"创新","0:0:0:0:0:0:0:1","0","1694416045454"
"创新","0:0:0:0:0:0:0:1","0","1694416046195"
"技术","0:0:0:0:0:0:0:1","0","1694521450868"
"技术","0:0:0:0:0:0:0:1","0","1694521602324"
"技术","0:0:0:0:0:0:0:1","0","1694521603778"
"技术","0:0:0:0:0:0:0:1","0","1694521606201"
"技术","0:0:0:0:0:0:0:1","0","1694521616870"
"技术","0:0:0:0:0:0:0:1","0","1694521624370"
"技术","0:0:0:0:0:0:0:1","0","1694522338431"
"技术","0:0:0:0:0:0:0:1","0","1694522340330"
"技术","0:0:0:0:0:0:0:1","0","1694522341322"
"技术","0:0:0:0:0:0:0:1","0","1694522343513"
"技术","0:0:0:0:0:0:0:1","0","1694522346090"
"技术","0:0:0:0:0:0:0:1","0","1694522356969"
"技术","0:0:0:0:0:0:0:1","0","1694522358129"
"技术","0:0:0:0:0:0:0:1","0","1694522359626"
"技术","0:0:0:0:0:0:0:1","0","1694522360390"
"技术","0:0:0:0:0:0:0:1","0","1694522361902"
"技术","0:0:0:0:0:0:0:1","0","1694522362641"
"技术","0:0:0:0:0:0:0:1","0","1694522363981"
"技术","0:0:0:0:0:0:0:1","0","1694522364492"
"技术","0:0:0:0:0:0:0:1","0","1694522365661"
"技术","0:0:0:0:0:0:0:1","0","1694522366252"
"技术","0:0:0:0:0:0:0:1","0","1694522367329"
"技术","0:0:0:0:0:0:0:1","0","1694522367881"
"技术","0:0:0:0:0:0:0:1","0","1694522369090"
"技术","0:0:0:0:0:0:0:1","0","1694522369616"
"技术","0:0:0:0:0:0:0:1","0","1694522379460"
"技术","0:0:0:0:0:0:0:1","0","1694522402477"
"技术","0:0:0:0:0:0:0:1","0","1694522696302"
"技术","0:0:0:0:0:0:0:1","0","1694522783968"
"技术","0:0:0:0:0:0:0:1","0","1694522786203"
"技术","0:0:0:0:0:0:0:1","0","1694522789554"
"技术","0:0:0:0:0:0:0:1","0","1694522793021"
"技术","0:0:0:0:0:0:0:1","0","1694522806563"
"技术","0:0:0:0:0:0:0:1","0","1694523047440"
"技术","0:0:0:0:0:0:0:1","0","1694523048997"
"技术","0:0:0:0:0:0:0:1","0","1694523050002"
"技术","0:0:0:0:0:0:0:1","0","1694523051069"
"技术","0:0:0:0:0:0:0:1","0","1694523052122"
"技术","0:0:0:0:0:0:0:1","0","1694523053142"
"技术","0:0:0:0:0:0:0:1","0","1694523054078"
"技术","0:0:0:0:0:0:0:1","0","1694523054993"
"技术","0:0:0:0:0:0:0:1","0","1694523055893"
"技术","0:0:0:0:0:0:0:1","0","1694523056789"
"技术","0:0:0:0:0:0:0:1","0","1694523057706"
"技术","0:0:0:0:0:0:0:1","0","1694523058641"
"技术","0:0:0:0:0:0:0:1","0","1694523059601"
"技术","0:0:0:0:0:0:0:1","0","1694523060557"
"技术","0:0:0:0:0:0:0:1","0","1694523227955"
"技术","0:0:0:0:0:0:0:1","0","1694523231346"
"技术","0:0:0:0:0:0:0:1","0","1694523233184"
"技术","0:0:0:0:0:0:0:1","0","1694523260343"
"技术","0:0:0:0:0:0:0:1","0","1694523959131"
"技术","0:0:0:0:0:0:0:1","0","1694524212651"
"技术","0:0:0:0:0:0:0:1","0","1694524289311"
"技术","0:0:0:0:0:0:0:1","0","1694524291587"
"技术","0:0:0:0:0:0:0:1","0","1694524352482"
"技术","0:0:0:0:0:0:0:1","0","1694524420747"
"技术","0:0:0:0:0:0:0:1","0","1694524444890"
"技术","0:0:0:0:0:0:0:1","0","1694524456072"
"技术","0:0:0:0:0:0:0:1","0","1694525874732"
"技术","0:0:0:0:0:0:0:1","0","1694525876127"
"技术","0:0:0:0:0:0:0:1","0","1694525893803"
"技术","0:0:0:0:0:0:0:1","0","1694525923504"
"技术","0:0:0:0:0:0:0:1","0","1694525935957"
"中信出版社","0:0:0:0:0:0:0:1","0","1694527106794"
"中信出版社","0:0:0:0:0:0:0:1","0","1694527120321"
"中信出版社","0:0:0:0:0:0:0:1","0","1694527126479"
"创新","0:0:0:0:0:0:0:1","0","1694527571876"
"创造性创新","0:0:0:0:0:0:0:1","0","1694527589689"
"创造性创新","0:0:0:0:0:0:0:1","0","1694527611948"
"成长","0:0:0:0:0:0:0:1","0","1694527689276"
"成长","0:0:0:0:0:0:0:1","0","1694527691648"
"成长","0:0:0:0:0:0:0:1","0","1694527698687"
"成长","0:0:0:0:0:0:0:1","0","1694527700211"
"成长","0:0:0:0:0:0:0:1","0","1694527701849"
"成长","0:0:0:0:0:0:0:1","0","1694527703211"
"成长","0:0:0:0:0:0:0:1","0","1694527755376"
"价值","0:0:0:0:0:0:0:1","0","1694619688415"
"价值","0:0:0:0:0:0:0:1","0","1694619689667"
"价值","0:0:0:0:0:0:0:1","0","1694619690671"
"价值","0:0:0:0:0:0:0:1","0","1694620015520"
"价值","0:0:0:0:0:0:0:1","0","1694620106986"
"成长","0:0:0:0:0:0:0:1","0","1694620117093"
"价值","0:0:0:0:0:0:0:1","0","1694620230679"
"价值","0:0:0:0:0:0:0:1","0","1694657033855"
"价值","0:0:0:0:0:0:0:1","0","1694661004831"
"价值","0:0:0:0:0:0:0:1","0","1694684915937"
"价值","0:0:0:0:0:0:0:1","0","1694684917009"
"价值","0:0:0:0:0:0:0:1","0","1694684918601"
"价值","0:0:0:0:0:0:0:1","0","1694685074007"
"中信出版社","0:0:0:0:0:0:0:1","0","1694685262050"
"技术陷阱","0:0:0:0:0:0:0:1","0","1694685270822"
"asd","0:0:0:0:0:0:0:1","0","1694692415046"
"asd","0:0:0:0:0:0:0:1","0","1694692427405"
"价值","0:0:0:0:0:0:0:1","0","1694697230131"
"价值","0:0:0:0:0:0:0:1","0","1694705251768"
"价值","0:0:0:0:0:0:0:1","0","1694706883995"
"价值","0:0:0:0:0:0:0:1","0","1694706887777"
"技术","0:0:0:0:0:0:0:1","0","1694706913120"
"技术","0:0:0:0:0:0:0:1","0","1694706919579"
"价值","0:0:0:0:0:0:0:1","0","1694756213776"
"价值","0:0:0:0:0:0:0:1","0","1694756717533"
"技术","0:0:0:0:0:0:0:1","0","1694756725239"
"价值","0:0:0:0:0:0:0:1","0","1694757003873"
"价值","0:0:0:0:0:0:0:1","0","1694835647025"
"技术","0:0:0:0:0:0:0:1","0","1694835652539"
"价值","0:0:0:0:0:0:0:1","0","1694835956421"
"价值","0:0:0:0:0:0:0:1","0","1694835957435"
"价值","0:0:0:0:0:0:0:1","0","1694835958389"
"价值","0:0:0:0:0:0:0:1","0","1694835963650"
"价值","0:0:0:0:0:0:0:1","0","1694835968710"
"价值","0:0:0:0:0:0:0:1","0","1694835970190"
"价值","0:0:0:0:0:0:0:1","0","1694835971822"
"技术","0:0:0:0:0:0:0:1","0","1694836019710"
"价值","0:0:0:0:0:0:0:1","0","1694965734178"
"价值","0:0:0:0:0:0:0:1","0","1694965827788"
"价值","0:0:0:0:0:0:0:1","0","1694966017126"
"价值","0:0:0:0:0:0:0:1","0","1694966075633"
"价值","0:0:0:0:0:0:0:1","0","1694966166464"
"价值","0:0:0:0:0:0:0:1","0","1694966711679"
"价值","0:0:0:0:0:0:0:1","0","1694966712618"
"技术","0:0:0:0:0:0:0:1","0","1694966725110"
"技术","0:0:0:0:0:0:0:1","0","1694966726165"
"技术","0:0:0:0:0:0:0:1","0","1694966727501"
"价值","0:0:0:0:0:0:0:1","0","1694966987048"
"价值","0:0:0:0:0:0:0:1","0","1694966988346"
"价值","0:0:0:0:0:0:0:1","0","1694967305695"
"价值","0:0:0:0:0:0:0:1","0","1694971465982"
"价值","0:0:0:0:0:0:0:1","0","1694971809207"
